timestamp,backend_cpu_pct,backend_rss_kb,jmeter_cpu_pct,jmeter_rss_kb
2026-08-12T17:43:11+0700,0.6,71024,0.0,269920
2026-08-12T17:43:12+0700,0.0,71024,0.0,269920
2026-08-12T17:43:13+0700,0.7,71040,0.0,269920
2026-08-12T17:43:14+0700,4.0,71264,0.0,269872
2026-08-12T17:43:15+0700,3.5,71360,0.1,269392
2026-08-12T17:43:16+0700,2.8,71392,0.1,269392
2026-08-12T17:43:17+0700,6.3,71408,0.1,267824
2026-08-12T17:43:18+0700,3.7,71824,0.0,267824
2026-08-12T17:43:19+0700,4.5,71872,0.0,267648
2026-08-12T17:43:20+0700,4.3,74048,0.0,267648
2026-08-12T17:43:21+0700,4.8,74048,0.1,267664
2026-08-12T17:43:22+0700,3.3,74544,0.0,267664
2026-08-12T17:43:23+0700,1.9,74672,0.0,267664
2026-08-12T17:43:24+0700,3.2,75008,0.0,267664
2026-08-12T17:43:25+0700,1.6,75344,0.0,267680
2026-08-12T17:43:26+0700,5.1,76896,0.1,267680
2026-08-12T17:43:27+0700,1.7,77184,0.1,267680
2026-08-12T17:43:28+0700,2.1,78400,0.0,267680
2026-08-12T17:43:29+0700,3.2,80240,0.0,267680
2026-08-12T17:43:31+0700,3.7,81328,0.1,267664
2026-08-12T17:43:32+0700,10.7,81680,0.1,267664
2026-08-12T17:43:33+0700,3.5,81680,0.0,267664
2026-08-12T17:43:34+0700,5.0,81680,0.1,267664
2026-08-12T17:43:35+0700,1.6,81680,0.1,267664
2026-08-12T17:43:36+0700,2.6,81696,0.1,267664
2026-08-12T17:43:37+0700,1.7,81728,0.1,267664
2026-08-12T17:43:38+0700,4.7,81792,0.1,267664
2026-08-12T17:43:39+0700,1.3,83216,0.1,267664
2026-08-12T17:43:40+0700,4.9,84704,0.0,267664
2026-08-12T17:43:41+0700,1.7,84992,0.0,267664
2026-08-12T17:43:42+0700,3.6,85056,0.1,267664
2026-08-12T17:43:43+0700,1.0,85056,0.0,267680
2026-08-12T17:43:44+0700,11.1,85328,0.0,267392
2026-08-12T17:43:45+0700,18.0,86544,0.0,267392
2026-08-12T17:43:46+0700,14.1,93040,0.0,267392
2026-08-12T17:43:47+0700,14.2,99840,0.0,267440
2026-08-12T17:43:48+0700,18.1,101632,0.0,267440
2026-08-12T17:43:49+0700,12.0,103968,0.0,267440
2026-08-12T17:43:50+0700,20.5,107024,0.0,267440
